keyword,genre,video_id,title,channel,published_at,view_count,like_count,comment_count,url,like_rate,comment_rate
킹더랜드,로맨스,LfN9gNDq6fA,[드라마픽] 준호X안세하① 연애 초짜 본부장 놀려먹는 기짱셈 비서의 대환장 케미🔥｜킹더랜드 | JTBC 230715 방송 외,DRAMA Voyage,2023-07-19T07:14:29Z,946351,5446,214,https://www.youtube.com/watch?v=LfN9gNDq6fA,0.5754735822120968,0.02261317418167255
킹더랜드,로맨스,xnRmRbwvbBE,💥통쾌💥 전문대 출신이라고 무시한 갑질 선임 실력으로 참교육 시킨 프로일잘러 윤아🔥｜킹더랜드 | JTBC 230617 방송,DRAMA Voyage,2025-09-03T08:16:44Z,809783,2889,165,https://www.youtube.com/watch?v=xnRmRbwvbBE,0.3567622437122044,0.020375829080136285
킹더랜드,로맨스,dyqn3HLgeEY,"""너 해고야🔥"" 그렇게 잘리는 건 나였다...(?) 명품 풀착장하고 첫출근한 인턴 눈.치.없.이 건드린 갑질 상사의 결말ㅋㅋㅋ | 킹더랜드 1-6회 리뷰",DRAMA Voyage,2026-03-27T09:00:43Z,324572,1670,77,https://www.youtube.com/watch?v=dyqn3HLgeEY,0.5145237420356654,0.023723549782482777
킹더랜드,로맨스,Y-05ugWKCZw,맨날 날 갈구고 핍박하고 시샘하던 상사 눈 앞에서 그 상사의 상사로 승진해버렸다 ㅋㅋㅋㅋㅋㅋ 넌 이제 D져따..!  ≪킹더랜드≫ 3-4,지무비 : G Movie,2023-06-28T08:00:22Z,5040126,33433,1287,https://www.youtube.com/watch?v=Y-05ugWKCZw,0.6633365911883949,0.025535075908816564
킹더랜드,로맨스,2IH0jda1E_0,꺄(＞_＜)💗 본부장이 근무지에 자주 오는 이유?! 호텔 복사기도 알법한(?) 대놓고 비밀 사내연애 최후ㅋㅋ｜킹더랜드 | JTBC 230806 방송 외,DRAMA Voyage,2025-02-14T08:07:38Z,236619,1429,34,https://www.youtube.com/watch?v=2IH0jda1E_0,0.6039244523897066,0.014369091239503168
킹더랜드,로맨스,ijw0YfKyQqM,잔잔한 서민들 일상에 나타난 준호 도련님의 태풍급 등장이란-★｜킹더랜드｜JTBC 230723 방송 외,DRAMA Voyage,2025-10-15T08:13:39Z,299436,1885,70,https://www.youtube.com/watch?v=ijw0YfKyQqM,0.6295168249642662,0.02337728262466771
킹더랜드,로맨스,7O_1IUNZ1nQ,🔥레전드 PT🔥 망한 호텔 살려낸 💥힘숨찐 본부장💥 준호 초고속 승진시키는 회장님ㄷㄷ｜킹더랜드｜JTBC 230806 방송 외,DRAMA Voyage,2025-10-30T07:29:43Z,1087919,4083,139,https://www.youtube.com/watch?v=7O_1IUNZ1nQ,0.37530367610088616,0.0127766864996383
재벌집 막내아들,재벌,C1NCwRhDZBo,[추석 특집] #재벌집막내아들 결말 포함 5시간 몰아보기,또 Voyage,2025-10-04T11:00:32Z,1055983,5286,628,https://www.youtube.com/watch?v=C1NCwRhDZBo,0.5005762403372024,0.05947065435712507
재벌집 막내아들,재벌,yb0v6--tb8s,＂내가 뭘 주면 되겠노?＂ 돈으로 못 사는 ✨서울 법대 합격증✨으로 회장님에게 인정받은 8살ㅎ｜재벌집 막내아들｜JTBC 221204 방송 외,DRAMA Voyage,2024-12-04T10:46:04Z,6825215,27197,1563,https://www.youtube.com/watch?v=yb0v6--tb8s,0.3984782896949034,0.022900377497265652
재벌집 막내아들,재벌,jtWmaBoAPsk,【7~16화 몰아보기🎬】 회장님 환심사서 순양 노답 삼남매 🔥재산 몰수하는🔥 인생 2회차 일잘러 막내손자ㅋ💸｜재벌집 막내아들｜JTBC 221225 방송 외,DRAMA Voyage,2026-04-30T09:30:21Z,122564,379,44,https://www.youtube.com/watch?v=jtWmaBoAPsk,0.30922620018928887,0.03589961163147417
재벌집 막내아들,재벌,U_RRFNf5swk,【크리스마스 특집🎅】 재벌집 가족들에게 사랑을 듬뿍 받은 말썽꾸러기 막내 ✨도주이의 순양 정복기✨｜재벌집 막내아들｜JTBC 221225 방송 외,DRAMA Voyage,2024-12-24T13:25:45Z,3045080,13229,785,https://www.youtube.com/watch?v=U_RRFNf5swk,0.43443850407871054,0.025779289870873672
재벌집 막내아들,재벌,nokuB8r9NhM,【1~6화 몰아보기🎬】 대기업 비리로 억울하게 죽은 흙수저가 ✨환생+회귀해서✨ 재벌집 손자되면 생기는 일?!｜재벌집 막내아들｜JTBC 221127 방송 외,DRAMA Voyage,2026-04-23T10:24:46Z,36262,142,14,https://www.youtube.com/watch?v=nokuB8r9NhM,0.39159450664607576,0.03860790910595113
