video_id,title,published_at,duration,duration_sec,view_count,like_count,comment_count,like_rate,comment_rate,corner,is_middleform,collected_at
thpiJXeFCpY,SNL 코리아 시즌4 | 정우 편 | 수산팅 | 쿠팡플레이 코미디쇼 | 쿠팡 #shorts,2023-07-20T09:00:29Z,PT59S,59,6443117,63458,1093,0.9849,0.017,기타SNL,False,2026-05-19T03:49:38.306700+00:00
yn9L-oU2RV4,SNL 코리아 시즌4 | 정우 편 | MZ오피스 | 쿠팡플레이 코미디쇼 | 쿠팡 #shorts,2023-07-20T07:00:21Z,PT56S,56,2576982,31766,184,1.2327,0.0071,기타SNL,False,2026-05-19T03:49:38.306733+00:00
Ct5WPsSscQA,SNL 코리아 시즌4 | 정우 편 | 오프닝 | 쿠팡플레이 코미디쇼 | 쿠팡 #shorts,2023-07-19T11:00:08Z,PT44S,44,1318962,12231,188,0.9273,0.0143,기타SNL,False,2026-05-19T03:49:38.306795+00:00
NFtrjTHoWA8,SNL 코리아 시즌4 | 하이라이트 | 주기자가 간다 | 미션 임파서블: 데드레코닝 | 쿠팡플레이 | 쿠팡,2023-07-16T10:00:15Z,PT4M9S,249,161134,1435,100,0.8906,0.0621,기타SNL,False,2026-05-19T03:49:38.306827+00:00
EBCvCfTXQsw,SNL 코리아 시즌4 | 정우 편 하이라이트 | 플러팅 파일러 | 쿠팡플레이 | 쿠팡,2023-07-16T09:00:17Z,PT4M12S,252,2123295,12952,513,0.61,0.0242,기타SNL,False,2026-05-19T03:49:38.306859+00:00
VfG4PKpG1sw,SNL 코리아 시즌4 | 정우 편 하이라이트 | MZ오피스 | 쿠팡플레이 | 쿠팡,2023-07-16T08:00:20Z,PT4M36S,276,2930162,15156,614,0.5172,0.021,기타SNL,False,2026-05-19T03:49:38.306890+00:00
L64o4Fyxu8I,SNL 코리아 시즌 4 | 정우 편 | 7월 15일 쿠팡플레이에서 만나요 | 쿠팡플레이 | 쿠팡,2023-07-15T01:00:12Z,PT1M13S,73,53803,302,22,0.5613,0.0409,기타SNL,False,2026-05-19T03:49:38.306954+00:00
o4FOj3an4IE,SNL 코리아 | 멀티버스에서 온 AI 크루를 소개합니다 | 쿠팡플레이 | 쿠팡,2023-07-11T23:00:30Z,PT31S,31,810059,5167,451,0.6379,0.0557,기타SNL,False,2026-05-19T03:49:38.307078+00:00
dQzIXT4_qFY,SNL 코리아 | 시즌 4 신입 크루 오디션 영상 | 쿠팡플레이 | 쿠팡,2023-07-06T22:50:00Z,PT1M24S,84,185211,940,94,0.5075,0.0508,기타SNL,False,2026-05-19T03:49:38.307138+00:00
HSqgmC3JcTE,SNL 코리아 시즌3 | 감사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-04T01:00:12Z,PT1M28S,88,94317,1003,140,1.0634,0.1484,기타SNL,False,2026-05-19T03:49:38.822559+00:00
KZSw1BDDc5g,SNL 코리아 시즌3 | 장근석 편 | 심야 식당 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-03T09:00:09Z,PT43S,43,130673,2185,50,1.6721,0.0383,기타SNL,False,2026-05-19T03:49:38.822589+00:00
6PwZU7JoMqo,SNL 코리아 시즌3 | 장근석 편 | 너는 펫 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-02T09:30:01Z,PT57S,57,42352,739,18,1.7449,0.0425,기타SNL,False,2026-05-19T03:49:38.822648+00:00
FTzlnRnQSbc,SNL 코리아 시즌3 | 장근석 편 | 심야 식당 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-02T09:00:08Z,PT59S,59,155426,2205,38,1.4187,0.0244,기타SNL,False,2026-05-19T03:49:38.822715+00:00
Md7Ik3Eea08,SNL 코리아 시즌3 | 장근석 편 | 메이킹 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-01T11:00:14Z,PT2M42S,162,45225,1385,112,3.0625,0.2477,기타SNL,False,2026-05-19T03:49:38.822745+00:00
9x1iw4H9R6w,SNL 코리아 시즌3 | 장근석 편 | 너는 펫 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-01T09:30:02Z,PT1M,60,160892,2144,41,1.3326,0.0255,기타SNL,False,2026-05-19T03:49:38.822774+00:00
5ymlPM2j2BQ,SNL 코리아 시즌3 | 장근석 편 | 오프닝 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-02-01T09:00:06Z,PT59S,59,32145,658,19,2.047,0.0591,기타SNL,False,2026-05-19T03:49:38.822803+00:00
ZVMUfQ-Jhz4,SNL 코리아 시즌3 | 장근석 편 하이라이트 | 더 칼로리 | 쿠팡플레이 | 쿠팡,2023-01-30T09:00:19Z,PT5M26S,326,4224428,33329,2418,0.789,0.0572,기타SNL,True,2026-05-19T03:49:39.114268+00:00
U-FJn8SR3oM,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 우상호 더불어민주당 의원 | 쿠팡플레이 | 쿠팡,2023-01-29T09:00:22Z,PT3M34S,214,478295,3477,420,0.727,0.0878,기타SNL,False,2026-05-19T03:49:39.114345+00:00
9y6pIpg3KyQ,SNL 코리아 시즌3 | 장근석 편 하이라이트 | MZ오피스 | 쿠팡플레이 | 쿠팡,2023-01-29T08:00:04Z,PT4M56S,296,3784828,19672,1282,0.5198,0.0339,기타SNL,False,2026-05-19T03:49:39.114382+00:00
hFJWmMRbSQ0,SNL 코리아 시즌3 | 장근석 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-01-28T01:00:13Z,PT44S,44,28978,793,88,2.7366,0.3037,기타SNL,False,2026-05-19T03:49:39.114451+00:00
25lmAE-901U,SNL 코리아 시즌3 | 명절 음식 주문 | 쿠팡플레이 코미디 쇼 | 쿠팡 #shorts,2023-01-22T06:00:01Z,PT27S,27,43282,384,6,0.8872,0.0139,기타SNL,False,2026-05-19T03:49:39.114482+00:00
HjGF1ga1ijc,SNL 코리아 시즌3 | MZ오피스 전편 특별 편성 | 쿠팡플레이 | 쿠팡,2023-01-21T11:00:17Z,PT12M32S,752,10103417,45650,1434,0.4518,0.0142,기타SNL,True,2026-05-19T03:49:39.114545+00:00
AWyHQ2jAtkM,SNL 코리아 시즌3 | MZ 조카 | 쿠팡플레이 코미디 쇼 | 쿠팡 #shorts,2023-01-21T09:30:01Z,PT45S,45,365269,3790,104,1.0376,0.0285,기타SNL,False,2026-05-19T03:49:39.114576+00:00
mBZCWrtZw5o,SNL 코리아 시즌3 | 명절 잔소리 대처법 | 쿠팡플레이 코미디 쇼 | 쿠팡 #shorts,2023-01-21T09:00:22Z,PT26S,26,126850,1365,37,1.0761,0.0292,기타SNL,False,2026-05-19T03:49:39.114607+00:00
LYrUeL3WYnM,SNL 코리아 시즌3 | 고수 편 #shorts | MZ오피스 (최초 협력 업체) | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-19T09:30:06Z,PT1M,60,577605,5175,126,0.8959,0.0218,기타SNL,False,2026-05-19T03:49:39.114639+00:00
3WraiJnW_do,SNL 코리아 시즌3 | 고수 편 #shorts | 고지전 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-19T09:00:01Z,PT59S,59,307210,4162,63,1.3548,0.0205,기타SNL,False,2026-05-19T03:49:39.114669+00:00
lS_5on0IaSc,SNL 코리아 시즌3 | 고수 편 #shorts | 금쪽 같은 내 남편 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-18T09:30:10Z,PT1M,60,570168,11828,151,2.0745,0.0265,기타SNL,False,2026-05-19T03:49:39.114700+00:00
_5c2ZnzkM_U,SNL 코리아 시즌3 | 고수 편 #shorts | 위켄드 업데이트 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-17T11:00:29Z,PT48S,48,75062,1343,43,1.7892,0.0573,위켄드 업데이트,False,2026-05-19T03:49:39.114758+00:00
rCV4K1eMo0M,SNL 코리아 시즌3 | 고수 편 #shorts | 부부 클리닉 사랑과 전쟁 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-17T10:31:08Z,PT1M,60,195843,2579,59,1.3169,0.0301,기타SNL,False,2026-05-19T03:49:39.114789+00:00
aFUM99aXEHk,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 안철수 국민의힘 의원 | 쿠팡플레이 | 쿠팡,2023-01-15T09:00:00Z,PT3M25S,205,579611,4981,1073,0.8594,0.1851,기타SNL,False,2026-05-19T03:49:39.114892+00:00
dMXq5eGWsf4,SNL 코리아 시즌3 | 고수 편 하이라이트 | MZ오피스 | 쿠팡플레이 | 쿠팡,2023-01-15T08:00:27Z,PT5M12S,312,3906954,24952,1594,0.6387,0.0408,기타SNL,True,2026-05-19T03:49:39.114923+00:00
_tVc1S-LPJ8,SNL 코리아 시즌3 | 고수 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-01-14T01:00:11Z,PT54S,54,37959,352,53,0.9273,0.1396,기타SNL,False,2026-05-19T03:49:39.115081+00:00
XTN59RNuKas,SNL 코리아 시즌3 | 김옥빈 편 #shorts | 2023 트랜드 리포트 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-12T09:00:25Z,PT49S,49,57117,462,11,0.8089,0.0193,기타SNL,False,2026-05-19T03:49:39.115210+00:00
TJaQ3Kbct3Q,SNL 코리아 시즌3 | 김옥빈 편 #shorts | 위켄드 업데이트 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-11T09:30:07Z,PT56S,56,96590,1619,38,1.6762,0.0393,위켄드 업데이트,False,2026-05-19T03:49:39.115236+00:00
jv8AvT8Wzwk,SNL 코리아 시즌3 | 김옥빈 편 #shorts | 신부 대기실 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-11T09:00:23Z,PT1M,60,128131,1209,29,0.9436,0.0226,기타SNL,False,2026-05-19T03:49:39.115265+00:00
dv_Rb9aJATA,SNL 코리아 시즌3 | 김옥빈 편 #shorts | MZ오피스 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-10T09:30:07Z,PT56S,56,572166,8302,152,1.451,0.0266,기타SNL,False,2026-05-19T03:49:39.115295+00:00
WZyV0VbOUU4,SNL 코리아 시즌3 | 김옥빈 편 #shorts | 오프닝 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-10T09:00:11Z,PT1M,60,69800,681,22,0.9756,0.0315,기타SNL,False,2026-05-19T03:49:39.115324+00:00
BPVyvT3fXG8,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 김의겸 더불어민주당 대변인 | 쿠팡플레이 | 쿠팡,2023-01-08T09:00:10Z,PT3M10S,190,242302,4182,1758,1.7259,0.7255,기타SNL,False,2026-05-19T03:49:39.115356+00:00
W4Ix9fwhcWs,SNL 코리아 시즌3 | 김옥빈 편 하이라이트 | 집사 카페 | 쿠팡플레이 | 쿠팡,2023-01-08T08:00:12Z,PT4M20S,260,2702189,15192,1526,0.5622,0.0565,기타SNL,False,2026-05-19T03:49:39.115386+00:00
JPE9Lbye_0k,SNL 코리아 시즌3 | 김옥빈 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2023-01-07T01:00:06Z,PT33S,33,21103,144,13,0.6824,0.0616,기타SNL,False,2026-05-19T03:49:39.115580+00:00
kAQ35k29UhE,SNL 코리아 시즌3 | 김슬기 편 #shorts | 갬성카페 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-05T09:00:19Z,PT57S,57,918171,12588,127,1.371,0.0138,기타SNL,False,2026-05-19T03:49:39.115704+00:00
Wc4C8r8g2wg,SNL 코리아 시즌3 | 김슬기 편 #shorts | 국제시장 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-04T09:00:13Z,PT58S,58,477587,7038,135,1.4737,0.0283,기타SNL,False,2026-05-19T03:49:39.115765+00:00
H93-CuZ8w78,SNL 코리아 시즌3 | 김슬기 편 #shorts | 욕 딜리버리 서비스 | 쿠팡플레이 코미디 쇼 | 쿠팡,2023-01-03T09:00:07Z,PT1M,60,7227082,128704,881,1.7809,0.0122,기타SNL,False,2026-05-19T03:49:39.115826+00:00
X3nOe15Y91A,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 권성동 국민의힘 의원 | 쿠팡플레이 | 쿠팡,2023-01-01T09:00:22Z,PT3M31S,211,288661,3427,1395,1.1872,0.4833,기타SNL,False,2026-05-19T03:49:39.385539+00:00
v5BD48ymU2o,SNL 코리아 시즌3 | 김슬기 편 하이라이트 | 욕 딜리버리 서비스 | 쿠팡플레이 | 쿠팡,2023-01-01T08:00:31Z,PT3M26S,206,4496243,35669,1799,0.7933,0.04,기타SNL,False,2026-05-19T03:49:39.385554+00:00
2PhrDckg7-w,SNL 코리아 시즌3 | 해피뉴이어 | 쿠팡플레이 코미디쇼 | 쿠팡,2022-12-31T06:00:01Z,PT1M15S,75,32047,272,26,0.8488,0.0811,기타SNL,False,2026-05-19T03:49:39.385688+00:00
HFgecNP4LdE,SNL 코리아 시즌3 | 김슬기 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2022-12-31T01:00:11Z,PT47S,47,30653,270,60,0.8808,0.1957,기타SNL,False,2026-05-19T03:49:39.385716+00:00
wJoPCedJeLQ,SNL 코리아 시즌3 | 박해수 편 #shorts | 스위트룸 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-29T09:30:09Z,PT1M,60,159157,1856,21,1.1661,0.0132,기타SNL,False,2026-05-19T03:49:39.385791+00:00
g9fB6WOtjWw,SNL 코리아 시즌3 | 박해수 편 #shorts | 어른이 산타 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-29T09:00:31Z,PT55S,55,189606,3784,47,1.9957,0.0248,기타SNL,False,2026-05-19T03:49:39.385805+00:00
mB1FWJq0fXY,SNL 코리아 시즌3 | 박해수 편 #shorts | MZ오피스 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-28T11:30:12Z,PT1M,60,2847938,37602,631,1.3203,0.0222,기타SNL,False,2026-05-19T03:49:39.385833+00:00
mVlNDcoazxk,SNL 코리아 시즌3 | 박해수 편 #shorts | 오프닝 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-28T11:00:25Z,PT31S,31,419492,7555,63,1.801,0.015,기타SNL,False,2026-05-19T03:49:39.385848+00:00
xxebr5vnuGE,SNL 코리아 시즌3 | 박해수 편 #shorts | 수리남 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-27T10:57:41Z,PT58S,58,960202,15282,190,1.5915,0.0198,기타SNL,False,2026-05-19T03:49:39.385877+00:00
PGGBOJYg82Y,SNL 코리아 시즌3 | 박해수 편 #shorts | MZ오피스 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-27T09:30:03Z,PT1M,60,535915,7956,201,1.4846,0.0375,기타SNL,False,2026-05-19T03:49:39.385891+00:00
qHIYuY4asp0,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 박주민 더불어민주당 의원 | 쿠팡플레이 | 쿠팡,2022-12-25T10:00:27Z,PT2M44S,164,496693,6651,1538,1.3391,0.3096,기타SNL,False,2026-05-19T03:49:39.385921+00:00
vRUocR_wPVk,SNL 코리아 시즌3 | 박해수 편 하이라이트 | MZ오피스 | 쿠팡플레이 | 쿠팡,2022-12-25T08:00:31Z,PT3M34S,214,5411036,36262,1776,0.6701,0.0328,기타SNL,False,2026-05-19T03:49:39.385950+00:00
QaPXuR8HjLw,SNL 코리아 시즌3 | 박해수 편 | 크리스마스 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2022-12-24T03:00:09Z,PT1M35S,95,108258,677,36,0.6254,0.0333,기타SNL,False,2026-05-19T03:49:39.385974+00:00
RzggpKOeeGg,SNL 코리아 시즌3 | 장윤주 편 #shorts | 홍카콜라 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-22T06:30:06Z,PT44S,44,98504,1608,58,1.6324,0.0589,기타SNL,False,2026-05-19T03:49:39.386052+00:00
Q32PXLQJXAk,SNL 코리아 시즌3 | 장윤주 편 #shorts | 수저통 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-22T06:05:55Z,PT53S,53,278805,3473,112,1.2457,0.0402,기타SNL,False,2026-05-19T03:49:39.386066+00:00
VsTT4aWVsP0,SNL 코리아 시즌3 | 장윤주 편 #shorts | 모텔집 막내아들 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-21T09:30:12Z,PT37S,37,439601,3254,49,0.7402,0.0111,기타SNL,False,2026-05-19T03:49:39.386123+00:00
hFrRh_Nh-ao,SNL 코리아 시즌3 | 장윤주 편 #shorts | 우리 형 아리갓두~ | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-21T09:00:19Z,PT58S,58,98815,1412,26,1.4289,0.0263,기타SNL,False,2026-05-19T03:49:39.386137+00:00
02KQMfcDVqo,SNL 코리아 시즌3 | 장윤주 편 #shorts | 주현영 대위기 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-21T01:11:45Z,PT56S,56,562253,6588,131,1.1717,0.0233,기타SNL,False,2026-05-19T03:49:39.386158+00:00
065hg8W04s8,SNL 코리아 시즌3 | 장윤주 편 #shorts | 담뱃불 논쟁 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-20T10:30:00Z,PT46S,46,1182930,12086,308,1.0217,0.026,기타SNL,False,2026-05-19T03:49:39.386174+00:00
NxzpYbIJhuw,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 홍준표 대구시장 | 쿠팡플레이 | 쿠팡,2022-12-18T02:00:09Z,PT4M7S,247,2608697,31637,3027,1.2128,0.116,기타SNL,False,2026-05-19T03:49:39.636395+00:00
M622khmIxYQ,SNL 코리아 시즌3 | 장윤주 편 하이라이트 | 상여자특 | 쿠팡플레이 | 쿠팡,2022-12-18T01:00:14Z,PT3M52S,232,2963716,15491,822,0.5227,0.0277,기타SNL,False,2026-05-19T03:49:39.636411+00:00
c0sx1QIZKnE,SNL 코리아 시즌3 | 장윤주 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2022-12-17T01:00:13Z,PT44S,44,11735,70,7,0.5965,0.0597,기타SNL,False,2026-05-19T03:49:39.636443+00:00
88zMXatw_zg,SNL 코리아 시즌3 | 지코 편 #shorts | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-16T09:00:05Z,PT52S,52,54193,444,18,0.8193,0.0332,기타SNL,False,2026-05-19T03:49:39.636458+00:00
xwHnlqKb_X0,SNL 코리아 시즌3 | 지코 편 #shorts | 싸비도둑 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-15T03:30:13Z,PT59S,59,395754,6525,81,1.6488,0.0205,기타SNL,False,2026-05-19T03:49:39.636474+00:00
IvDBzUOQY94,SNL 코리아 시즌3 | 지코 편 #shorts | 주정숙 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-15T03:00:07Z,PT52S,52,2544327,39621,551,1.5572,0.0217,기타SNL,False,2026-05-19T03:49:39.636488+00:00
o0BuIaxzwk4,SNL 코리아 시즌3 | 지코 편 비하인드 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-14T11:00:25Z,PT4M4S,244,142404,545,22,0.3827,0.0154,기타SNL,False,2026-05-19T03:49:39.636518+00:00
uiY_cD5tSZ0,SNL 코리아 시즌3 | 지코 편 | 아무노래 라이브 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-14T08:09:30Z,PT2M36S,156,296500,1629,86,0.5494,0.029,기타SNL,False,2026-05-19T03:49:39.636551+00:00
vJZzCivIEiM,SNL 코리아 시즌3 | 지코 편 #shorts | 햄보카 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-14T00:00:20Z,PT58S,58,162355,2035,34,1.2534,0.0209,기타SNL,False,2026-05-19T03:49:39.636566+00:00
FXr7Dn2PiIk,SNL 코리아 시즌3 | 지코 편 #shorts | 영식VS영식 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-13T23:00:07Z,PT1M,60,1313707,18065,167,1.3751,0.0127,기타SNL,False,2026-05-19T03:49:39.636581+00:00
k9_ye9-X7_Q,SNL 코리아 시즌3 | 지코 편 #shorts | 어그로나방좌 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-13T10:00:31Z,PT55S,55,2244372,25096,556,1.1182,0.0248,기타SNL,False,2026-05-19T03:49:39.636597+00:00
8QlpJGSTd5I,SNL 코리아 시즌3 | 지코 편 #shorts | 맑눈광인 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-13T09:13:08Z,PT42S,42,4965432,86827,542,1.7486,0.0109,기타SNL,False,2026-05-19T03:49:39.636612+00:00
6gvaICia5vM,SNL 코리아 시즌3 | 지코 편 하이라이트 | 지코 평양공연 | 쿠팡플레이 | 쿠팡,2022-12-11T05:00:02Z,PT4M19S,259,2216442,17556,770,0.7921,0.0347,기타SNL,False,2026-05-19T03:49:39.636675+00:00
T9zzCbDeh0A,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 국민의힘 김기현 의원 | 쿠팡플레이 | 쿠팡,2022-12-11T04:07:07Z,PT3M26S,206,184983,2067,402,1.1174,0.2173,기타SNL,False,2026-05-19T03:49:39.636691+00:00
nWfQZWy3HMw,SNL 코리아 시즌3 | 지코 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2022-12-10T01:00:15Z,PT29S,29,10602,100,9,0.9432,0.0849,기타SNL,False,2026-05-19T03:49:39.636745+00:00
UF-QgybwUKc,SNL 코리아 시즌3 | 채수빈 편 #shorts | 앵그리앵커 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-08T09:26:49Z,PT56S,56,550902,7498,122,1.361,0.0221,기타SNL,False,2026-05-19T03:49:39.636776+00:00
4otYKxziYBc,SNL 코리아 시즌3 | 채수빈 편 #shorts | 역적 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-08T09:25:26Z,PT52S,52,1598958,25010,374,1.5641,0.0234,기타SNL,False,2026-05-19T03:49:39.636790+00:00
FjHea9hI2pE,SNL 코리아 시즌3 | 채수빈 편 #shorts | 짭동엽 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-07T05:00:51Z,PT58S,58,541848,8772,190,1.6189,0.0351,기타SNL,False,2026-05-19T03:49:39.636821+00:00
wC4p-5sgZLQ,SNL 코리아 시즌3 | 채수빈 편 #shorts | 수빈VS현영 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-07T05:00:35Z,PT55S,55,170433,2388,23,1.4011,0.0135,기타SNL,False,2026-05-19T03:49:39.636836+00:00
mVQmhOmc1Nw,SNL 코리아 시즌3 | 채수빈 편 #shorts | 해은현교 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-06T11:00:33Z,PT1M,60,1034564,14996,283,1.4495,0.0274,기타SNL,False,2026-05-19T03:49:39.636883+00:00
FXI1fiEGAw8,SNL 코리아 시즌3 | 채수빈 편 #shorts | 정숙VS정숙 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-12-06T11:00:08Z,PT1M,60,1224478,15191,215,1.2406,0.0176,기타SNL,False,2026-05-19T03:49:39.636898+00:00
RMAlpnpLSDs,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 더불어민주당 박범계 의원 | 쿠팡플레이 | 쿠팡,2022-12-04T05:00:08Z,PT4M34S,274,310532,2856,508,0.9197,0.1636,기타SNL,False,2026-05-19T03:49:39.636975+00:00
Lfq9O0z-G9k,SNL 코리아 시즌3 | 채수빈 편 하이라이트 | 너와 나의 결혼수업 | 쿠팡플레이 | 쿠팡,2022-12-04T03:00:07Z,PT4M53S,293,7973265,45798,2135,0.5744,0.0268,기타SNL,False,2026-05-19T03:49:39.636989+00:00
95HbmxXBmd8,SNL 코리아 시즌3 | 채수빈 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡,2022-12-03T01:00:03Z,PT34S,34,21578,183,16,0.8481,0.0741,기타SNL,False,2026-05-19T03:49:39.637019+00:00
uxXaLbzcN54,"SNL 코리아 시즌3 | 이은지,미미,엄지윤 편 #shorts | 외계인과 사돈맺기 | 쿠팡플레이 코미디 쇼 | 쿠팡",2022-12-02T05:00:19Z,PT1M,60,506882,5634,69,1.1115,0.0136,기타SNL,False,2026-05-19T03:49:39.637064+00:00
xdyqNdumxdU,"SNL 코리아 시즌3 | 이은지,미미,엄지윤 편 #shorts | 금융치료 | 쿠팡플레이 코미디 쇼 | 쿠팡",2022-12-02T03:00:20Z,PT59S,59,1560399,33736,93,2.162,0.006,기타SNL,False,2026-05-19T03:49:39.637080+00:00
yaaGRaiF2vA,"SNL 코리아 시즌3 | 이은지,미미,엄지윤 편 #shorts | MZ오피스 아아 | 쿠팡플레이 코미디 쇼 | 쿠팡",2022-11-30T01:00:20Z,PT58S,58,132630,1534,57,1.1566,0.043,기타SNL,False,2026-05-19T03:49:39.888301+00:00
KDLvHdsFU0s,"SNL 코리아 시즌3 | 이은지,미미,엄지윤 편 #shorts | 주기자 위켄드 | 쿠팡플레이 코미디 쇼 | 쿠팡",2022-11-30T01:00:11Z,PT54S,54,822677,12960,241,1.5753,0.0293,기타SNL,False,2026-05-19T03:49:39.888336+00:00
yT4e86IRIyw,"SNL 코리아 시즌3 | 이은지,미미,엄지윤 편 #shorts | 뜻밖의 미러전(!) | 쿠팡플레이 코미디 쇼 | 쿠팡",2022-11-29T09:00:39Z,PT29S,29,104663,1367,17,1.3061,0.0162,기타SNL,False,2026-05-19T03:49:39.888443+00:00
pLFjds4x5eg,"SNL 코리아 시즌3 | 이은지,미미,엄지윤 편 #shorts | 일병 동엽신 | 쿠팡플레이 코미디 쇼 | 쿠팡",2022-11-29T09:00:35Z,PT52S,52,1239147,14827,196,1.1965,0.0158,기타SNL,False,2026-05-19T03:49:39.888478+00:00
pyyv8G4A2hQ,SNL 코리아 시즌3 | 하이라이트 | 주기자가 간다 | 국민의 힘 윤상현 의원 | 쿠팡플레이 | 쿠팡,2022-11-27T05:00:21Z,PT3M2S,182,178593,1352,288,0.757,0.1613,기타SNL,False,2026-05-19T03:49:39.888650+00:00
MpXSUvq9tbE,"SNL 코리아 시즌3 | 이은지, 미미, 엄지윤 편 하이라이트 | MZ오피스 | 쿠팡플레이 | 쿠팡",2022-11-27T03:00:14Z,PT4M50S,290,6303168,48779,2338,0.7739,0.0371,기타SNL,False,2026-05-19T03:49:39.888682+00:00
N8Fq9eabyCU,"SNL 코리아 시즌3 | 이은지, 미미, 엄지윤 편 | 인사 영상 | 쿠팡플레이 코미디쇼 | 쿠팡",2022-11-26T01:00:06Z,PT1M,60,27648,292,28,1.0561,0.1013,기타SNL,False,2026-05-19T03:49:39.888775+00:00
1NeN0fVHDcY,SNL 코리아 시즌3 | 오프닝 타이틀 영상 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-11-25T09:13:44Z,PT1M38S,98,80277,721,45,0.8981,0.0561,기타SNL,False,2026-05-19T03:49:39.888805+00:00
rKiyNasgUZ8,SNL 코리아 시즌3 | 송승헌 편 #shorts | 존잘 냄새 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-11-23T01:00:30Z,PT43S,43,145010,3041,135,2.0971,0.0931,기타SNL,False,2026-05-19T03:49:39.888929+00:00
IS-K4c3OtvA,SNL 코리아 시즌3 | 송승헌 편 #shorts | 한동안 기자 | 쿠팡플레이 코미디 쇼 | 쿠팡,2022-11-23T01:00:07Z,PT1M,60,1541360,39359,2480,2.5535,0.1609,기타SNL,False,2026-05-19T03:49:39.888959+00:00
