작품명,검색키워드,video_id,영상제목,채널명,업로드일,조회수,좋아요수,댓글수,영상URL,댓글작성자,댓글내용,댓글좋아요수,댓글작성일,긍정,부정
장녀 결혼 일기,장녀 결혼 일기,sqEMlFwagEE,각막까지 내놔야 하는 K-장녀의 삶,숏드라마는 비글루 (Vigloo),2025-12-24T07:15:04Z,72469,317,6,https://www.youtube.com/watch?v=sqEMlFwagEE,@달려라하기-w2v,니 눈 각막줘라,4.0,2026-01-21T01:07:28Z,False,False
장녀 결혼 일기,장녀 결혼 일기,sqEMlFwagEE,각막까지 내놔야 하는 K-장녀의 삶,숏드라마는 비글루 (Vigloo),2025-12-24T07:15:04Z,72469,317,6,https://www.youtube.com/watch?v=sqEMlFwagEE,@jinjin-u1j,저건 또 누가 낳았냐,3.0,2026-01-14T01:27:47Z,False,False
장녀 결혼 일기,장녀 결혼 일기,sqEMlFwagEE,각막까지 내놔야 하는 K-장녀의 삶,숏드라마는 비글루 (Vigloo),2025-12-24T07:15:04Z,72469,317,6,https://www.youtube.com/watch?v=sqEMlFwagEE,@aodwloo,죽어버린다 ㅋㅋㅋ,11.0,2025-12-28T14:02:39Z,False,False
장녀 결혼 일기,장녀 결혼 일기,pVwJdl859Gs,금쪽이 동생부터 부모까지 빨대 꽂는 장녀의 삶 [장녀 결혼 일기],숏드라마는 비글루 (Vigloo),2025-12-25T03:01:06Z,71226,335,2,https://www.youtube.com/watch?v=pVwJdl859Gs,@mikyonghan5934,"해고 해도 너무 지나친 가짜사연
이건 아니라 생각 합니다.😢",0.0,2026-05-03T00:34:44Z,False,False
장녀 결혼 일기,장녀 결혼 일기,pVwJdl859Gs,금쪽이 동생부터 부모까지 빨대 꽂는 장녀의 삶 [장녀 결혼 일기],숏드라마는 비글루 (Vigloo),2025-12-25T03:01:06Z,71226,335,2,https://www.youtube.com/watch?v=pVwJdl859Gs,@coffeeyoo2565,저런 부모는 파멸이야,0.0,2026-01-03T13:05:13Z,False,False
장녀 결혼 일기,장녀 결혼 일기,nxSviBj8w0A,[장녀 결혼 일기] 트레일러,숏드라마는 비글루 (Vigloo),2025-12-23T08:30:27Z,69490,221,2,https://www.youtube.com/watch?v=nxSviBj8w0A,@wecomm21,마지막엔 뻔한 스토리임에도 약간 짠한~~~,3.0,2025-12-25T05:56:28Z,False,False
장녀 결혼 일기,장녀 결혼 일기,Cub_lmsXhPg,힘숨찐 남편의 스토커 전남편 참교육,숏드라마는 비글루 (Vigloo),2026-02-04T08:00:14Z,80618,1720,5,https://www.youtube.com/watch?v=Cub_lmsXhPg,@ViglooKorea,"🩵[장녀 결혼 일기] 비글루에서 시청하기🩵
https://vigloo.onelink.me/SrIM/krytcm",5.0,2026-02-05T01:05:51Z,False,False
장녀 결혼 일기,장녀 결혼 일기,Cub_lmsXhPg,힘숨찐 남편의 스토커 전남편 참교육,숏드라마는 비글루 (Vigloo),2026-02-04T08:00:14Z,80618,1720,5,https://www.youtube.com/watch?v=Cub_lmsXhPg,@sdt시라소니,보여주려면 끝까지 제대로 보여주던가 시시하게 할거면 올리질 말던가,1.0,2026-04-25T21:39:16Z,False,False
장녀 결혼 일기,장녀 결혼 일기,Cub_lmsXhPg,힘숨찐 남편의 스토커 전남편 참교육,숏드라마는 비글루 (Vigloo),2026-02-04T08:00:14Z,80618,1720,5,https://www.youtube.com/watch?v=Cub_lmsXhPg,@좋아요누르지마요,결말존나시시함..,2.0,2026-03-24T13:24:07Z,False,False
장녀 결혼 일기,장녀 결혼 일기,Cub_lmsXhPg,힘숨찐 남편의 스토커 전남편 참교육,숏드라마는 비글루 (Vigloo),2026-02-04T08:00:14Z,80618,1720,5,https://www.youtube.com/watch?v=Cub_lmsXhPg,@유라일-z6b,https://youtube.com/shorts/Cub_lmsXhPg?lc=UgzBGRSMBW3LTxU-UTF4AaABAg&si=t7HW7xFClT9Vd48U,2.0,2026-03-22T04:46:30Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@カネキケン-z9n,ㅋㅋㅋㅋㅋㅋ  반전드라마,0.0,2026-05-15T00:12:29Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@ggoma2619,너서연이 맞지 라고 햇는데 저 이서연아니에요 라고 하는 ㅋㅋ,1.0,2026-05-14T16:03:00Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@유윰윰윰,인스타 광고로 봣는데 존잼이네 ㄹㅇ,2.0,2026-05-13T15:14:35Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@최승호-r6y,한국의 리치리치,0.0,2026-05-12T13:35:12Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@하루살이-f8t,마지막에 꿈이었다 이런거 아니여,0.0,2026-05-12T08:33:06Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@raken780,아역배우 서우진 배우님 맞죠?,0.0,2026-05-11T15:17:11Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@유투버-k3h,그것ㅂ느다  아역 배우 애기가 연기 존나잘하네;;;;여주인공은  또왜케이뻐,27.0,2026-05-10T13:53:48Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@小綿羊-l2m,終於有一部是穿越股神,3.0,2026-05-10T04:43:59Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@tv-ce5zd,재벌집 막내아들보다 재밌잔아,58.0,2026-05-09T23:26:51Z,True,False
천재 아기의 인생 역전,천재 아기의 인생 역전,1foQmIDuofI,오늘부터 난 주식의 신이다 [천재 아기의 인생 역전] Ep1-4,숏드라마는 비글루 (Vigloo),2026-05-07T11:40:41Z,79332,260,20,https://www.youtube.com/watch?v=1foQmIDuofI,@Qyeyd-z4o,7분43초 부터 나온 노래제목 아시는분 있나요? 알려주세요,0.0,2026-05-09T06:47:20Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,5CozBjc9OI0,아빠 뺏은 상간녀와 주식 내기 [천재 아기의 인생 역전],숏드라마는 비글루 (Vigloo),2026-05-08T09:03:26Z,48248,144,3,https://www.youtube.com/watch?v=5CozBjc9OI0,@Giraffe_0304,다음 화 언제 나옴,3.0,2026-05-10T04:48:33Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@_moto4moto0518,졸잼이다 ㅋㄱㄱㅋㄱㄱㄱ ㄱㄱ중풍이든 뭐든 막장은 한국이지ㄱㅋㄱㄱ,0.0,2026-05-14T14:59:17Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@Tygf876fy,존나 모든 등장인물들에게 다리를 걸고싶음을 참았음,0.0,2026-05-13T07:03:45Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@JungHyunHeo-c4w,"중국꺼를 한국이 배끼네..
이게 돈이 되긴하나보다..",0.0,2026-05-12T14:29:41Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@ini490,이거 뭔데 내 알고리즘에 나와서 꿀잼을 주냐 😂😂😂,3.0,2026-05-12T12:46:03Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@스타벅스0506,드리마 전부 완결 드라마가 없네요 아쉼,0.0,2026-05-12T08:40:06Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@꾸꽁이루농이,중국따라하네,0.0,2026-05-12T04:03:12Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@전수현-w7l,근데 저런 옷들 ㅋㅋㅋ,1.0,2026-05-12T00:39:44Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@crazy_acey,what's the use of putting subtle if its also korean.😒,1.0,2026-05-11T14:53:25Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@gloo_io4v,배우랑 비슷하네 목소리 그 어디더라,0.0,2026-05-11T14:35:02Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,ujINZuWkBys,냄새 난다고 손님 내쫓는 직원의 최후는?,숏드라마는 비글루 (Vigloo),2026-05-09T03:00:58Z,62156,261,24,https://www.youtube.com/watch?v=ujINZuWkBys,@박은영-z5h6x,"이런거 조아
대리만족😊",0.0,2026-05-11T11:49:00Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@ViglooKorea,"[천재 아기의 인생 역전] 비글루에서 시청하세요 🩵
https://vigloo.onelink.me/SrIM/babyY",3.0,2026-05-11T04:58:46Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@알파치노-p3z,숏츠운영자가 100퍼 테무인?,0.0,2026-05-15T01:13:26Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@백장미-q4w,저런녀   당장해고 참잘해서요   지골라지 모르녀,0.0,2026-05-15T00:02:53Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@dongurangteng,이런 말도 안되는... 만들게 없어서 이런걸...,0.0,2026-05-14T23:46:21Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@큰바위따깨비,하긴 명품관가면 지들이 명품인줄아는 애들도 많더라.,1.0,2026-05-14T22:44:39Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@헤라-q8m,속이 다 시원하네~,0.0,2026-05-14T20:48:42Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@BLACK-hg5lz,중국 쇼츠 카피한듯ㅎㅎ근데 맞아 명풍관에서 일한다고한들 넌 명품아니야 인성좀,0.0,2026-05-14T17:42:24Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@악마-k1p,그지같이 옷 입는것도 격이다 잘 입고다녀야징,0.0,2026-05-14T15:56:33Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@정종호-m9v,중국꺼닮아가네. 좀 괜찬게 시나리오 쓰시지!,0.0,2026-05-14T13:34:43Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,cZmOemXFpNM,냄새 난다고 손님한테 방향제 뿌리는 무개념 직원,숏드라마는 비글루 (Vigloo),2026-05-11T04:57:08Z,295103,2811,34,https://www.youtube.com/watch?v=cZmOemXFpNM,@최귀환-y8d,갑질도 여러가지 향수가 난다고,3.0,2026-05-14T12:41:24Z,False,False
천재 아기의 인생 역전,천재 아기의 인생 역전,tD2xW6EKS9U,엄마의 인생을 건 상간녀와의 내기 한 판,숏드라마는 비글루 (Vigloo),2026-05-08T06:00:40Z,46554,382,1,https://www.youtube.com/watch?v=tD2xW6EKS9U,@ViglooKorea,"[천재 아기의 인생 역전] 비글루에서 시청하기🩵
https://vigloo.onelink.me/SrIM/babyYB",0.0,2026-05-11T04:41:51Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,vOWvgA6-Uxw,"내 약혼남은 너 가져, 네 남편은 내가 가질게 #비글루 #숏드라마",숏드라마는 비글루 (Vigloo),2025-03-17T10:03:47Z,347171,2864,7,https://www.youtube.com/watch?v=vOWvgA6-Uxw,@Hanjeok-j,중국 쇼츠 따라하기,4.0,2025-09-09T04:41:53Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,vOWvgA6-Uxw,"내 약혼남은 너 가져, 네 남편은 내가 가질게 #비글루 #숏드라마",숏드라마는 비글루 (Vigloo),2025-03-17T10:03:47Z,347171,2864,7,https://www.youtube.com/watch?v=vOWvgA6-Uxw,@JULIETABAD-t9o,내껄 남봐 ㅋㅋㅋㅋ😂,3.0,2025-09-07T01:44:22Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,vOWvgA6-Uxw,"내 약혼남은 너 가져, 네 남편은 내가 가질게 #비글루 #숏드라마",숏드라마는 비글루 (Vigloo),2025-03-17T10:03:47Z,347171,2864,7,https://www.youtube.com/watch?v=vOWvgA6-Uxw,@Usajeiwo,이거 내남결 따라한거아님???,3.0,2025-09-06T23:15:47Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,vOWvgA6-Uxw,"내 약혼남은 너 가져, 네 남편은 내가 가질게 #비글루 #숏드라마",숏드라마는 비글루 (Vigloo),2025-03-17T10:03:47Z,347171,2864,7,https://www.youtube.com/watch?v=vOWvgA6-Uxw,@lovelyk9036,둘이 국어책 읽기 ㅋㅋ,6.0,2025-09-05T13:55:27Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,vOWvgA6-Uxw,"내 약혼남은 너 가져, 네 남편은 내가 가질게 #비글루 #숏드라마",숏드라마는 비글루 (Vigloo),2025-03-17T10:03:47Z,347171,2864,7,https://www.youtube.com/watch?v=vOWvgA6-Uxw,@yymind공,내가더 연기잘하겠다,7.0,2025-08-29T23:16:46Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,vOWvgA6-Uxw,"내 약혼남은 너 가져, 네 남편은 내가 가질게 #비글루 #숏드라마",숏드라마는 비글루 (Vigloo),2025-03-17T10:03:47Z,347171,2864,7,https://www.youtube.com/watch?v=vOWvgA6-Uxw,@송주현-f3z,이게드라마야?,3.0,2025-08-17T03:47:46Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,AAtvaW8mOjo,복수를 위한 유혹의 시작 [타임리프 로맨스 : 은밀한 복수] 숏드 몰아보기,숏드라마는 비글루 (Vigloo),2025-07-18T10:00:18Z,123333,419,5,https://www.youtube.com/watch?v=AAtvaW8mOjo,@ViglooKorea,"🩵비글루에서 무료 에피소드 시청하기🩵
https://vigloo.onelink.me/SrIM/time",4.0,2025-07-22T08:04:30Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,AAtvaW8mOjo,복수를 위한 유혹의 시작 [타임리프 로맨스 : 은밀한 복수] 숏드 몰아보기,숏드라마는 비글루 (Vigloo),2025-07-18T10:00:18Z,123333,419,5,https://www.youtube.com/watch?v=AAtvaW8mOjo,@호호호-v2f,여주 연기가 왜저래요?,3.0,2025-09-15T17:50:09Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,AAtvaW8mOjo,복수를 위한 유혹의 시작 [타임리프 로맨스 : 은밀한 복수] 숏드 몰아보기,숏드라마는 비글루 (Vigloo),2025-07-18T10:00:18Z,123333,419,5,https://www.youtube.com/watch?v=AAtvaW8mOjo,@카드값줘체리-t8h,연기가 연기가 연기가 하하하하하 길가다가 외모되는 애들 데려다가 찍었나봐 ㅎㅎㅎ,5.0,2025-09-08T10:52:09Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,AAtvaW8mOjo,복수를 위한 유혹의 시작 [타임리프 로맨스 : 은밀한 복수] 숏드 몰아보기,숏드라마는 비글루 (Vigloo),2025-07-18T10:00:18Z,123333,419,5,https://www.youtube.com/watch?v=AAtvaW8mOjo,@user-hdixiwo193,"내남결이랑 개똑같은데?,,",53.0,2025-07-23T16:09:35Z,False,False
타임리프 로맨스: 은밀한 복수,타임리프 로맨스: 은밀한 복수,AAtvaW8mOjo,복수를 위한 유혹의 시작 [타임리프 로맨스 : 은밀한 복수] 숏드 몰아보기,숏드라마는 비글루 (Vigloo),2025-07-18T10:00:18Z,123333,419,5,https://www.youtube.com/watch?v=AAtvaW8mOjo,@Zuchctztscuv,ㄸㅊㅈ ㄸㅊㅈ  ㄸㅊㅈ,1.0,2025-07-18T10:08:04Z,False,False
